,Buying,Maintanance,Doors,Persons,Lug_boot,Safety,Acceptability
1699,0,0,4,6,2,1,2
1700,0,0,4,6,2,2,3
1701,0,0,5,2,0,0,0
1702,0,0,5,2,0,1,0
1703,0,0,5,2,0,2,0
1704,0,0,5,2,1,0,0
1705,0,0,5,2,1,1,0
1706,0,0,5,2,1,2,0
1707,0,0,5,2,2,0,0
1708,0,0,5,2,2,1,0
1709,0,0,5,2,2,2,0
1710,0,0,5,4,0,0,0
1711,0,0,5,4,0,1,1
1712,0,0,5,4,0,2,2
1713,0,0,5,4,1,0,0
1714,0,0,5,4,1,1,2
1715,0,0,5,4,1,2,3
1716,0,0,5,4,2,0,0
1717,0,0,5,4,2,1,2
1718,0,0,5,4,2,2,3
1719,0,0,5,6,0,0,0
1720,0,0,5,6,0,1,1
1721,0,0,5,6,0,2,2
1722,0,0,5,6,1,0,0
1723,0,0,5,6,1,1,2
1724,0,0,5,6,1,2,3
1725,0,0,5,6,2,0,0
1726,0,0,5,6,2,1,2
1727,0,0,5,6,2,2,3
